STORE_ID,DATE,MARKDOWN_1,MARKDOWN_2,MARKDOWN_3,MARKDOWN_4,MARKDOWN_5
1,25/01/2013,965.89,1097.91,0.1,225.36,1831.88
1,01/02/2013,9290.91,1359.9,265,20657.82,972.61
1,08/02/2013,32355.16,729.8,280.89,20426.61,4671.78
1,15/02/2013,72937.29,6665.52,47.21,13014.67,6310.18
1,22/02/2013,20107.75,3163.89,42.2,15657.3,5812.86
1,01/03/2013,10610.74,261.46,2.8,25.54,2747.59
1,08/03/2013,5000.58,290.46,78.77,606.15,3697.11
1,15/03/2013,3808.13,NA,15.65,2616.6,1909.17
1,22/03/2013,12553.98,NA,495.1,6787.75,2545.66
1,29/03/2013,13067.46,NA,384.9,122.93,3903.8
1,05/04/2013,12872.34,5687.86,485.97,478.04,5092.33
1,12/04/2013,3672.43,932.58,52.86,949.07,2836.64
1,19/04/2013,3530.36,3.95,107.5,458.76,2062.05
1,26/04/2013,2387.72,NA,98.34,516.28,1421.63
1,03/05/2013,2298.63,2,129.9,55.46,1301.04
1,10/05/2013,4624.61,83.88,42.38,1618.31,8144.9
1,17/05/2013,16170.5,92,8.32,4127.24,6206.97
1,24/05/2013,7959.89,178,1621.47,3152.57,2938.7
1,31/05/2013,2369.77,142.45,475.35,45.55,2056.84
1,07/06/2013,3514.75,742.59,116.15,1015.44,5137.09
1,14/06/2013,12592.32,527.48,402.88,7474.56,2484.44
1,21/06/2013,8104.02,417.99,327.33,5182.25,3754.44
1,28/06/2013,4205.98,796.7,6.84,3816.78,4812.74
1,05/07/2013,7649.99,3503.29,1766.77,9454.96,1079.89
1,12/07/2013,6089.94,1362.42,209.62,2367.42,2651.05
1,19/07/2013,3117.04,1060.39,199.05,1012.3,5381.72
1,26/07/2013,332.17,673.19,1,38.63,1245.2
2,11/11/2011,10797.64,20445,443.32,4754.07,4787.16
2,18/11/2011,6490.92,1217.76,152.12,873.82,7656.42
2,25/11/2011,919.71,62,77451.26,23,1589.43
2,02/12/2011,8010.99,83.47,1897.27,4444,28238.93
2,09/12/2011,11472.59,40,306.43,4160.55,8899.08
2,16/12/2011,4908.83,61.03,341.49,469.8,4744.27
2,23/12/2011,2971.04,15.18,1501.75,88.76,6437.61
2,30/12/2011,8321.44,92523.94,139.53,1515.4,3027.69
2,06/01/2012,5886.72,37454.29,121.16,2388.92,7103.97
2,13/01/2012,4414.72,12092.63,98.38,708.18,4245.6
2,20/01/2012,6552.26,4355.69,105.97,1703.1,3376.03
2,27/01/2012,1920.15,1507.56,86.09,43.4,2613.53
2,03/02/2012,75149.79,3818.85,221.4,48159.86,7423.61
2,10/02/2012,13510.89,6674.42,94.07,14114.9,9577.83
2,17/02/2012,13942.54,14273.24,15.76,4927.14,6650.08
2,24/02/2012,13048.36,12059.1,10.2,5299.73,10380.03
2,02/03/2012,23901.27,2144.7,9,9799.63,4929.53
2,09/03/2012,11784.91,368.32,3,2498.17,7746
2,16/03/2012,5965.99,230.42,3,2650.77,2073.81
2,23/03/2012,6008.98,139.93,6.63,1650.49,5263.08
2,30/03/2012,14369.3,164.77,17,1017.31,3470.49
2,06/04/2012,12132.59,1.3,32.58,4874.69,5535.13
2,13/04/2012,8994.04,6573.08,20.21,4162.2,1966.38
2,20/04/2012,7311.02,2236.2,33.53,878.07,4080.32
2,27/04/2012,3076.68,NA,38.32,108.71,2708.9
2,04/05/2012,23731.47,NA,78.09,7931.42,4443.52
2,11/05/2012,16519.5,NA,117.38,5131.02,3634.25
2,18/05/2012,9262.12,NA,42.67,3694.8,4612.01
2,25/05/2012,10701.32,NA,1030.53,3595.04,14920.27
2,01/06/2012,13091.33,21,245.37,2993.15,5521.72
2,08/06/2012,12162.04,463.6,78.39,3610.78,10877.64
2,15/06/2012,8573.41,195,0.19,4455.38,5288.61
2,22/06/2012,12126.02,314,60.99,6058.6,36430.33
2,29/06/2012,8495.34,275.8,NA,1935.16,5686.13
2,06/07/2012,12355.5,295.05,100.15,6720.4,5506.53
2,13/07/2012,8354.65,342.25,20.53,5674.44,5012.22
2,20/07/2012,6961.58,241.2,24.97,3401.36,2453.42
2,27/07/2012,6999.14,197.72,2.53,6319.33,5007.01
2,03/08/2012,27650.68,164.58,43.02,21801.9,6652.98
2,10/08/2012,5554.54,142.3,13.43,4187.43,5286.19
2,17/08/2012,4774.16,330.78,10.53,4253.28,4927.26
2,24/08/2012,4759.7,211.38,6.62,2972.88,5102.26
2,31/08/2012,17500.26,73.22,21.38,12878.62,4756.5
2,07/09/2012,10658.86,149.28,60.97,2920.9,3275.57
2,14/09/2012,8325.93,NA,37.32,1808.69,9314.55
2,21/09/2012,6707.94,3.82,15.55,1001.42,7607.94
2,28/09/2012,7106.05,1.91,1.65,1549.1,3946.03
2,05/10/2012,6037.76,NA,10.04,3027.37,3853.4
2,12/10/2012,2145.5,NA,33.31,586.83,10421.01
2,19/10/2012,4461.89,NA,1.14,1579.67,2642.29
2,26/10/2012,6152.59,129.77,200,272.29,2924.15
2,02/11/2012,9585.99,6181.03,32.4,1571.2,4510.08
2,09/11/2012,9497.69,2711.51,109.45,7185.16,6480.49
2,16/11/2012,26925.38,285.03,101.44,2014.28,8732.45
2,23/11/2012,2280.54,2.49,105146.3,927.97,1253.85
2,30/11/2012,4764.84,NA,4748.06,200.48,6088.49
2,07/12/2012,7303.66,NA,460.32,2352.61,14872.79
2,14/12/2012,5550.46,NA,50,871.41,2419.54
2,21/12/2012,5692.66,248.76,312.92,594.17,2167.73
2,28/12/2012,13194.12,56549.69,377.76,115.89,3479.8
2,04/01/2013,2045.13,34381.53,26.36,159.76,3863.31
2,11/01/2013,6722.95,12098.17,13.68,1067.36,5383.2
2,18/01/2013,3737.16,3047.9,9.26,49.14,2758.1
2,25/01/2013,1599.61,1605.81,0.6,161.21,1963.72
2,01/02/2013,13078.9,1642.02,545.2,12725.35,5002.74
2,08/02/2013,63622.34,687.56,358.29,44824.98,8167.67
2,15/02/2013,16105.39,6019.52,11.33,5982.79,7043.58
2,22/02/2013,6907.35,4354.2,16.58,1054.97,3019.84
2,01/03/2013,6023.68,439.6,4.4,56.86,4416.82
2,08/03/2013,24134.43,54.43,136.7,7235.69,6441.67
2,15/03/2013,7640,NA,29.43,1461.6,1824.17
2,22/03/2013,11184.28,NA,853.3,3319.2,3870.64
2,29/03/2013,8248.47,NA,769.51,774.08,3513.62
2,05/04/2013,16944.64,4983.34,411.07,2378.92,3007.06
2,12/04/2013,10165.99,395.13,66.86,1537.62,3122.19
2,19/04/2013,6858.52,12.72,104.72,219.88,2640.86
2,26/04/2013,2782.18,11.92,146.45,461.83,2046.53
2,03/05/2013,12613.71,21.98,120.42,4940.3,2407.24
2,10/05/2013,7793.3,706.58,76.82,2788.92,35238.98
2,17/05/2013,6242.52,423.82,9.06,1470.25,4390.07
2,24/05/2013,6252.19,358.76,1665.35,797.59,3837.1
2,31/05/2013,2670.48,188.5,289.22,1258.68,1601.41
2,07/06/2013,13644.9,900.33,221.4,8826.14,7275.75
2,14/06/2013,9784.1,548.27,674.6,2966.31,5282.33
2,21/06/2013,7896.26,491.02,371.73,7426.29,3043.81
2,28/06/2013,8638.45,2457.32,9,4713.2,9079.05
2,05/07/2013,11651.46,4984.5,2024.67,15196.91,2862.06
2,12/07/2013,7527.1,1244.78,84.18,2626.7,3881.66
2,19/07/2013,3313.12,723.52,94.85,1224.91,2471.69
2,26/07/2013,1966.46,609.55,91,493.6,2416.2
3,11/11/2011,8787.59,2006.62,200.01,570.57,1005.33
3,18/11/2011,1383.53,23.27,19.95,865.09,2926.05
3,25/11/2011,41.74,10.47,37612.74,NA,135.16
3,02/12/2011,850.86,18.94,781.71,394.29,7297.1
3,09/12/2011,4059.38,6.47,123.42,833.44,3018.08
3,16/12/2011,1864.61,NA,170.36,187.42,1500.38
3,23/12/2011,89.98,0.24,411.52,NA,586.66
3,30/12/2011,1449.16,14356.07,66.66,81.43,777.35
3,06/01/2012,3824.22,9389.98,15,415.36,1476.85
3,13/01/2012,3927.76,3323.64,NA,226.97,1725.19
3,20/01/2012,720.82,1629.26,1.46,16.05,799.5
3,27/01/2012,774.55,349.99,NA,4,328.72
3,03/02/2012,9667.5,268.29,0.6,8368.15,804.24
3,10/02/2012,8687.47,1594.87,2.2,2144.87,2577.83
3,17/02/2012,2706.87,3128.74,1.88,2396.68,1631.28
3,24/02/2012,6129.28,1802.84,NA,301.48,1929.71
3,02/03/2012,3552.58,601.32,NA,2666.22,1524.87
3,09/03/2012,8368.5,298.46,1.39,1340.29,1416.22
3,16/03/2012,2588.06,80.89,3.2,909.76,491.83
3,23/03/2012,737.08,36.1,1.43,92.11,583.9
3,30/03/2012,825.1,99.83,1.25,113.25,388.39
3,06/04/2012,4433.71,NA,24.45,1282.3,1062.83
3,13/04/2012,5359.22,1673.42,3,682.03,1371.55
3,20/04/2012,2784.82,130.68,1.75,425.29,904.8
3,27/04/2012,1178.7,NA,2.95,36.5,351.97
3,04/05/2012,2430.23,NA,30.92,1159.71,1432.53
3,11/05/2012,3794.95,NA,0.25,813.77,618.46
3,18/05/2012,3208.73,NA,0.3,143.23,805.06
3,25/05/2012,3032.03,NA,291.17,536.82,580.87
3,01/06/2012,2664.55,10,220.03,618.49,1940.77
3,08/06/2012,5770.48,28.6,30.18,283.7,2093.48
3,15/06/2012,2014.47,31.8,1,631.17,835.34
3,22/06/2012,1843.45,11.2,0.51,421.71,1743.54
3,29/06/2012,2297.32,8,NA,395.28,1182.52
3,06/07/2012,2625.99,30.7,28.16,703.16,1962.17
3,13/07/2012,3196.9,20.8,2.02,302.29,451.1
3,20/07/2012,1266.72,66.2,3.83,149.62,558.02
3,27/07/2012,3447.28,31,2.46,1791.7,1107.97
3,03/08/2012,5683.49,37.2,0.04,2484.22,639.29
3,10/08/2012,3375.44,28.4,2.4,1880.43,555.9
3,17/08/2012,990.08,44.2,NA,401.46,430.69
3,24/08/2012,3062.02,26.8,NA,1004.51,1285.29
3,31/08/2012,6599.69,27.8,24.7,1743.76,428.74
3,07/09/2012,2266.83,19,8.31,419.87,926.86
3,14/09/2012,3589.7,NA,3.72,2080.29,1760.69
3,21/09/2012,3233.34,1.91,7.69,878.66,1602.11
3,28/09/2012,2493.82,NA,1.5,890.65,715.52
3,05/10/2012,1750.8,NA,3.01,480.24,646.82
3,12/10/2012,775.31,NA,2.78,498.54,328.16
3,19/10/2012,629.25,NA,7.5,75.11,3010.32
3,26/10/2012,370.99,6.35,4,5.94,180.07
3,02/11/2012,3218.13,420.29,0.55,1498.52,749.71
3,09/11/2012,2540.75,985.52,0.85,273.23,422.66
3,16/11/2012,1933.43,197.19,48.6,433.85,961.97
3,23/11/2012,145.3,NA,54466.91,NA,60.92
3,30/11/2012,1573.54,NA,1095.99,157.62,2066.71
3,07/12/2012,5342.1,NA,201,317.78,2210.24
3,14/12/2012,1214.46,NA,28,119.11,861.4
3,21/12/2012,3318.97,NA,10,397.02,296.66
3,28/12/2012,6542.05,10952.76,70.6,201.38,327.07
3,04/01/2013,2917.32,7821.32,0.2,171.09,570.6
3,11/01/2013,2503.67,3395,0.52,160.25,1366.37
3,18/01/2013,659.55,779.95,2.1,43.05,674.45
3,25/01/2013,524.43,838.33,0.1,19.79,907.5
3,01/02/2013,2513.52,665.85,30,3221.12,679.96
3,08/02/2013,29091.04,224.97,163.55,6151.53,782.92
3,15/02/2013,7962.18,1467.18,NA,940.34,1509.96
3,22/02/2013,2005.31,1497.57,NA,122.48,527.75
3,01/03/2013,3805.93,81.37,NA,108.54,490.13
3,08/03/2013,6458.44,34.88,4,892.51,1095.59
3,15/03/2013,3634.62,NA,1.5,149.77,637.86
3,22/03/2013,2657.14,NA,246,392.86,450.58
3,29/03/2013,2177.83,NA,199.96,103.87,672
3,05/04/2013,9649.15,1285.04,316.3,65.46,835.58
3,12/04/2013,900.72,716.86,53.54,151.17,637.16
3,19/04/2013,976.83,0.01,60,40.4,851.01
3,26/04/2013,539.28,NA,60.37,135.01,572.62
3,03/05/2013,2889.32,13,10.61,496.24,1019.91
3,10/05/2013,1455.45,78,27.23,125.67,1513.48
3,17/05/2013,3388.65,145,2,321.8,1038.01
3,24/05/2013,3234.31,53,136.4,280.23,1197.92
3,31/05/2013,3301.63,8.51,144.57,56.15,628.77
3,07/06/2013,3996.14,70.74,160.6,1534.4,1694.48
3,14/06/2013,1728.99,94.8,235,433.38,1984.14
3,21/06/2013,875.97,117.68,165.2,262.81,1858.59
3,28/06/2013,1619.96,444.19,NA,364.24,1954.88
3,05/07/2013,3251.59,937.9,310.4,1452.64,1440.44
3,12/07/2013,1362.23,645.99,34.5,255.54,2033.65
3,19/07/2013,718.43,228.54,37,521.39,627.68
3,26/07/2013,586.26,256.64,NA,88.91,1152.08
4,11/11/2011,12851.52,16658.47,430.13,5630.01,9213.39
4,18/11/2011,4539.94,840.56,372.9,613.96,5358.13
4,25/11/2011,561.45,137.88,83340.33,44.04,9239.23
4,02/12/2011,9762.39,160.94,2260.29,4767.86,28604.2
4,09/12/2011,5857.72,30,984.98,4692.5,13503.99
4,16/12/2011,2756.67,72.3,1790.15,777.65,10261.95
4,23/12/2011,2461.94,69.05,2938.24,52,4396.76
4,30/12/2011,3496.13,72413.71,399.77,776.26,5012.53
4,06/01/2012,7857.71,38677.72,234,863.22,8682.95
4,13/01/2012,3666.28,14553.37,76.37,820.37,5955.28
4,20/01/2012,2109.41,7040.02,44.16,918.36,1116.83
4,27/01/2012,1346.06,3740.12,46.16,445.47,2451.89
4,03/02/2012,50820.76,4033.29,285.11,48086.64,7456.15
4,10/02/2012,11374.63,7208.51,118.37,12869.78,10618.93
4,17/02/2012,14225.99,11049.65,17.36,11912.49,7565.99
4,24/02/2012,9777.71,4703.88,5.4,1179.72,9352.14
4,02/03/2012,18564.88,1394.86,32.93,10714.6,3592.82
4,09/03/2012,8779.57,602.02,8.53,1103.64,9464.98
4,16/03/2012,5669.21,37.12,NA,8540.87,2544.94
4,23/03/2012,8806.8,-10.5,5.99,739.14,4396.97
4,30/03/2012,2565.8,442.52,6.5,487.66,4076.68
4,06/04/2012,11341.17,NA,73.38,5677.89,7821.95
4,13/04/2012,12506.74,5941.43,30.84,3915.29,4392.95
4,20/04/2012,2774.39,4279.41,43.43,2409.97,4544.22
4,27/04/2012,3993.66,97.77,26.68,113.37,3947.45
4,04/05/2012,13737.91,NA,93.65,6993.97,4541.89
4,11/05/2012,20499.88,86,103.05,5005.96,3815.16
4,18/05/2012,6531.12,NA,99.91,2290.18,2521.84
4,25/05/2012,4330.02,436,862.31,3268.41,3749.53
4,01/06/2012,10165.22,8.6,47.93,2676.33,4896.34
4,08/06/2012,7429.46,249.8,7.86,4235.27,9690.55
4,15/06/2012,16063.84,84,0.22,2105.39,6113.16
4,22/06/2012,6619.2,351.22,3.48,5390.02,10920.89
4,29/06/2012,3756.11,211.6,NA,2114.26,6371.15
4,06/07/2012,9789.03,90,157.62,10671.47,3864.91
4,13/07/2012,11075.38,151,17.27,3810.25,4766.88
4,20/07/2012,4799.23,47.55,30.56,634.78,4648.91
4,27/07/2012,7011.68,68.7,4.26,13565.83,3841.61
4,03/08/2012,29127.2,42.27,58.34,22663.73,10925.99
4,10/08/2012,16996.42,36.6,60.94,4777.2,3937.09
4,17/08/2012,2531.63,15.04,5.54,1269.13,3528.9
4,24/08/2012,9983.59,NA,23.4,8115.89,7158.66
4,31/08/2012,19617.58,1.02,68.29,7187.73,6428.12
4,07/09/2012,9082.61,16,59.06,7217.88,8026.47
4,14/09/2012,13802.34,NA,23.12,3643.77,12517.18
4,21/09/2012,11214.89,5.73,16.84,6376.86,4417.13
4,28/09/2012,5333.92,5.73,2.94,1931.02,9753.37
4,05/10/2012,5918.34,NA,126.57,3674.49,6807.07
4,12/10/2012,4975.39,NA,61.17,1513.17,5905.53
4,19/10/2012,6313.84,NA,15.05,2421.08,5885.12
4,26/10/2012,1763.13,88.76,66.76,NA,7577.14
4,02/11/2012,3717.8,7665.66,23,190.24,1586.46
4,09/11/2012,28299.04,6412.64,73.18,9912.23,7259.32
4,16/11/2012,14400.63,409.67,205.09,1497.33,7862.4
4,23/11/2012,3365.61,6.93,93310.3,497.28,3938.54
4,30/11/2012,4642.37,NA,5146.88,243.5,9819.68
4,07/12/2012,10755.57,NA,822,2966,22677.91
4,14/12/2012,3409.42,NA,180,764.25,4930.05
4,21/12/2012,3564.6,137.92,118.28,21.32,1239.78
4,28/12/2012,7712.77,50636.71,347,6.24,862.39
4,04/01/2013,9471.27,42065.3,56.17,NA,4980.46
4,11/01/2013,4749.65,23457.11,4.22,522.96,3743.86
4,18/01/2013,5219.94,3758.9,12.1,23.97,2112.04
4,25/01/2013,15302.22,1652.63,0.3,1257.32,1547.68
4,01/02/2013,27134.98,861.18,870.2,29210.08,1663.48
4,08/02/2013,56705.09,564.98,521.82,45331.3,7730.26
4,15/02/2013,41326.97,10303.91,630.8,17516.52,3782.94
4,22/02/2013,15128.45,10149.27,31.4,6451.6,4875.84
4,01/03/2013,27132.59,762.39,3.2,1621.99,3526.18
4,08/03/2013,23306.04,779.6,164.42,12389.6,9316.71
4,15/03/2013,9361.09,NA,28.59,3602.71,2161.72
4,22/03/2013,17721.81,NA,513.5,4370.01,3365.76
4,29/03/2013,3949.07,NA,489.46,182,7265.39
4,05/04/2013,8031.33,12906.43,641.98,4801.53,2723.41
4,12/04/2013,7876.11,1269.44,201.06,2776.58,7702.91
4,19/04/2013,3578.12,96.18,183.6,358.15,2039.26
4,26/04/2013,3087.47,NA,199.38,82.48,3223.06
4,03/05/2013,13789.79,14,218.21,7299.53,8146.91
4,10/05/2013,10686.88,388.94,118.4,4406.85,6098.37
4,17/05/2013,12026.21,272.94,23.04,2030.97,8818.06
4,24/05/2013,3560.92,144.06,723.61,3657.09,9179.04
4,31/05/2013,2536.65,443.94,483.9,28.76,4652.59
4,07/06/2013,14278.29,529.53,566.96,11824.87,6092.91
4,14/06/2013,14141.85,760.84,1125.14,4775.63,8842
4,21/06/2013,3423.81,176.93,457.43,7953.47,5443.06
4,28/06/2013,6723.27,358.37,3,3450.8,7483.44
4,05/07/2013,17126.22,933.43,1334.16,14191.01,5201.38
4,12/07/2013,6501.43,1464.81,124.97,3809.96,3868.6
4,19/07/2013,4191.78,440.36,173.66,534.56,2252.18
4,26/07/2013,1577.6,687.89,9.6,314.64,1433.77
5,11/11/2011,2971.48,1943.2,60.03,757.33,1040.96
5,18/11/2011,952.21,116.11,95.01,295.13,4368.45
5,25/11/2011,107.42,7,29333.06,8,826.06
5,02/12/2011,2359.44,4,658.01,901.67,24751.93
5,09/12/2011,2546.5,NA,83.07,523.27,3118.64
5,16/12/2011,802.42,NA,78.77,319.84,1940.54
5,23/12/2011,225.21,0.15,427.57,NA,1443.04
5,30/12/2011,1938.28,17079.76,72.93,162.33,1211.95
5,06/01/2012,4602.39,6733.6,35.03,621.64,3507.24
5,13/01/2012,3408.93,3666.32,1.71,137.88,1706.42
5,20/01/2012,761.25,2100.24,NA,132.63,1276.75
5,27/01/2012,573.64,969.68,NA,12,861.28
5,03/02/2012,23811.41,1349.62,23.82,14928.42,3186.52
5,10/02/2012,4239.28,2725.8,1.53,3682.89,3234.79
5,17/02/2012,5548.48,1958.52,1.76,2662.84,2820.38
5,24/02/2012,2220.32,1407.4,NA,145.46,2657.52
5,02/03/2012,6172.7,123.32,1,3063.26,1213.59
5,09/03/2012,1842.42,51.27,2,109.67,5043.45
5,16/03/2012,1879.87,30.7,2.24,585.12,1765.08
5,23/03/2012,694.24,32.75,5.59,210.09,775.7
5,30/03/2012,5097.87,25.2,2.7,322.57,1790.31
5,06/04/2012,5174.35,NA,6.48,1489.1,2264.89
5,13/04/2012,1562.33,758.49,NA,206,1642.42
5,20/04/2012,1197.53,225.78,3,247.94,1499.51
5,27/04/2012,1127.44,NA,5.05,33.35,2598.67
5,04/05/2012,6396.61,NA,83.63,1183.64,2813.83
5,11/05/2012,4668.2,NA,42.75,709.19,1740.42
5,18/05/2012,2639.05,NA,65.34,243.73,2119.63
5,25/05/2012,3784.86,NA,431.99,225.2,2239.68
5,01/06/2012,2840.78,NA,41.58,393.41,2114
5,08/06/2012,4488.47,NA,0.24,231.16,1246.89
5,15/06/2012,1911.02,0.95,0.04,570.11,1828.62
5,22/06/2012,2046.93,8.8,NA,677.36,2762.83
5,29/06/2012,1053.25,12.75,NA,113.8,1300.11
5,06/07/2012,2592.37,2.65,52.06,914.36,2768.98
5,13/07/2012,1471.06,1,12,889.18,798.44
5,20/07/2012,964.82,13.48,3.39,278.93,1050.13
5,27/07/2012,2696.67,7.75,0.36,3104.68,2152.23
5,03/08/2012,7365.26,14.48,0.7,3640.7,2517.31
5,10/08/2012,3261.56,15,0.5,1687.13,2102.31
5,17/08/2012,1649.56,-10.98,2.31,1955.75,1205.23
5,24/08/2012,1985.37,68,4.54,627.6,1355.17
5,31/08/2012,5211.69,49,13,2799.14,2740.48
5,07/09/2012,2797.26,1.9,9.61,968.75,2069.3
5,14/09/2012,2027.18,4,4.55,1354.97,3535.01
5,21/09/2012,3033.26,5.73,1.1,83.82,4579.05
5,28/09/2012,1279.39,NA,0.55,425.98,1492.6
5,05/10/2012,2048.94,NA,6.02,1121.58,2070.87
5,12/10/2012,1355.87,NA,4,453.98,3562.36
5,19/10/2012,908.91,NA,NA,NA,709.95
5,26/10/2012,1547.61,1.74,NA,133.31,598.74
5,02/11/2012,3526.61,1163.63,2.31,514.05,1555.5
5,09/11/2012,2548.02,2037.54,1.95,303.93,1595.16
5,16/11/2012,1631.01,-35.74,15.46,326.59,2310.83
5,23/11/2012,310.95,NA,43319.43,46.61,372.22
5,30/11/2012,2077.6,NA,2752.82,8.82,3349.59
5,07/12/2012,2472.7,NA,68,105.14,2359.84
5,14/12/2012,4007.5,NA,0.49,4.97,1108.47
5,21/12/2012,1344.9,NA,15,NA,911.84
5,28/12/2012,6052.63,13017.25,60.81,72.8,3503.26
5,04/01/2013,878.13,10409.38,NA,NA,1390.98
5,11/01/2013,2372.65,4414.85,1.04,37.36,1191.29
5,18/01/2013,2752.63,1329.85,1.14,600.58,1769.01
5,25/01/2013,1156.2,355.57,NA,54.2,808.87
5,01/02/2013,4697.68,637.17,30,5803.02,970.8
5,08/02/2013,21533.52,271.06,80.55,10897.89,4109.09
5,15/02/2013,3763.73,742.56,NA,1112.05,4380.83
5,22/02/2013,3229.38,166.06,NA,7.38,1731.25
5,01/03/2013,3090.32,25.23,NA,18.75,4117.85
5,08/03/2013,6476.98,41.8,2,1334.42,3081.47
5,15/03/2013,2889.92,NA,1,412.01,1122
5,22/03/2013,2722.96,NA,239,282.76,1476.38
5,29/03/2013,3189.78,NA,167.64,23.38,1637.87
5,05/04/2013,9023.29,927.32,170.24,405.3,-185.17
5,12/04/2013,1352.02,376.67,7.6,184.54,1703.57
5,19/04/2013,884.75,NA,34.2,21.11,895.18
5,26/04/2013,222.75,NA,28,12.41,524.75
5,03/05/2013,2933.78,5,25.5,773.23,1252
5,10/05/2013,1023.4,192,11.5,107.83,2743.05
5,17/05/2013,3993.06,111,NA,290.94,2145.91
5,24/05/2013,1717.87,55,365.88,517.77,1281.43
5,31/05/2013,2062.59,48,144.73,NA,796.61
5,07/06/2013,4459.39,34.03,46.17,2003.25,1993.02
5,14/06/2013,623.45,25.93,111.81,596.15,951.43
5,21/06/2013,1522.62,23.42,69.96,411.46,2674.62
5,28/06/2013,1440.24,94.84,1.5,428.8,1431.38
5,05/07/2013,2254.18,203.04,469.36,1970.46,616.95
5,12/07/2013,1621.68,62.35,15.8,561.83,1684.25
5,19/07/2013,744.92,64.71,13.25,188.4,2151.64
5,26/07/2013,131.42,35.39,0.09,NA,948.51
6,11/11/2011,12590.41,2173.66,123.2,3108.55,5416.96
